src_text,tgt_text,src_lang,tgt_lang
الحمدلله رب العلمين,"Praise be to God, the Lord of the Worlds",chg_Arab,eng_Latn
ﻴﻮﺭﻮﺗﻮﺐ,жүргізіп,chg_Arab,kaz_Cyrl
ﺪﻴﻥ ﺍﺳﻼﻢ,ислам дін і,chg_Arab,kaz_Cyrl
اوباش,rabble,chg_Arab,eng_Latn
سلطنت,kingship,chg_Arab,eng_Latn
ماچين,Машын (Оңтүстік Қытай),chg_Arab,kaz_Cyrl
از برای اهنكرلیک اسبابلارينى مهيّا قيلدیلار,Аһәнгерлік үшін аспаптарын дайын қылдылар.,chg_Arab,kaz_Cyrl
و تمليخا ديکان رفيقلارين شهرغە يبارميشلار طعام کلتورورکە,"And they sent their companion named Tamlikha to the city, to bring back food",chg_Arab,eng_Latn
عادى,адтық,chg_Arab,kaz_Cyrl
ﺍﺗﻼﻧﺪﻭﺭﺐ,аттандырып,chg_Arab,kaz_Cyrl
موزاى,бұзау,chg_Arab,kaz_Cyrl
ایماس,are not,chg_Arab,eng_Latn
اداشقان,адасқан,chg_Arab,kaz_Cyrl
قيلماسە ايبارماس,"if not, he sends it not.",chg_Arab,eng_Latn
ساقلا,to preserve,chg_Arab,eng_Latn
قويروق,тау етегі,chg_Arab,kaz_Cyrl
اچیق دارو یخشي دارو ایماس,ащы дәрі жақсы дәрі емес,chg_Arab,kaz_Cyrl
ﻳﺎﺗﻴﻨﮏ,foreign,chg_Arab,eng_Latn
ﺴﺭﻧﺎﻯ,of the siren,chg_Arab,eng_Latn
ﻧﻬﻰ,"жаман әрекет, теріс қылық",chg_Arab,kaz_Cyrl
بار,бар,chg_Arab,kaz_Cyrl
کورماسلار,they do not see,chg_Arab,eng_Latn
ﺑﻮﻠﻮﻧﮏ,be,chg_Arab,eng_Latn
ﺘﻭﺿﻳﻧﻰ,"face, face",chg_Arab,eng_Latn
ﻴﻗﺪﻴﻼﺭ,"knocked down, fell down",chg_Arab,eng_Latn
کوردوق,көрдік,chg_Arab,kaz_Cyrl
هاریغان,арыған,chg_Arab,kaz_Cyrl
ﻤﻄﻠﻊ,"ақпараттану, танысу, білу",chg_Arab,kaz_Cyrl
اير,ер,chg_Arab,kaz_Cyrl
ﻴﺭﺍﻗﺪﺍﻏﻰ ﻴﺎﻮﻗﺪﺍﻏﻰ,far-near (far-near),chg_Arab,eng_Latn
مشرف,overlooking,chg_Arab,eng_Latn
ﺒﺎﺴﺘﻭﺮﺩﻯ,"жеңілді, жеңіліс тапты",chg_Arab,kaz_Cyrl
اول مدت دقيانوس جهنم غە باريب نچە پادشاهلار کرديش بولوب,"During that time, Decius went to Hell. Several kings succeeded him",chg_Arab,eng_Latn
ملکنينک ملازم لارى شول کهف کا کيرميش لار,It seems that the king’s servants entered this cave,chg_Arab,eng_Latn
ترکستان,the land of the Turks,chg_Arab,eng_Latn
ﺍﺭﻮﻕ,skinny,chg_Arab,eng_Latn
ﺒﻳﻼﻠﻰ,let's find out,chg_Arab,eng_Latn
ﺑﺎﺴﺎﺪﻭﺮﻻﺭ,"ұстайды, тұтқындайды",chg_Arab,kaz_Cyrl
تقي شجرە ترک تيب آت قويدوق,Және «Шежіре-и Түрік» деп ат қойдық,chg_Arab,kaz_Cyrl
نچوک سادە مخلوقلار ايکان ديب,What simple creatures! they said,chg_Arab,eng_Latn
اصحاب کهف تنکرى تعالى امرى بلە اويغانميشلار,Үңгір иелері Тәңір Тағала әмірімен оянған екен,chg_Arab,kaz_Cyrl
 بسم الله الرحمن الرحيم,In the Name of God the Compassionate and the Merciful,chg_Arab,eng_Latn
حضرت مولانا جمال الدين ايدي لار کم پز بخارادين بقيب کليب ايردوک,"Хазіреті Мәуләна Жамалуддин: «Біз Бұхарадан шығып келген едік», – деді",chg_Arab,kaz_Cyrl
ﻮﻠﻰ ﺍﻠﻌﻬﺩ,enthronement,chg_Arab,eng_Latn
خاتونیدین,from the wife,chg_Arab,eng_Latn
ير,place,chg_Arab,eng_Latn
ﺒﻴﻟﻮﺮﺪﺍﻯ,"білердей, білетіндей",chg_Arab,kaz_Cyrl
ﺑﻭﻳﻧﻨﻰ,мойынын,chg_Arab,kaz_Cyrl
ﺤﻴﻟﻪ ﻮ ﻤﮑﺮ,айла-тәсіл,chg_Arab,kaz_Cyrl
يا خدا,"Уа, Құдай!",chg_Arab,kaz_Cyrl
امّا زيور شاە اولوغ فادشاە ايردى,Ziwar Shah was a great king,chg_Arab,eng_Latn
مجلد,том,chg_Arab,kaz_Cyrl
اوزلارى,Madam,chg_Arab,eng_Latn
صحن,аула,chg_Arab,kaz_Cyrl
ﻛﺟﺎﺒﻪ,кебеже,chg_Arab,kaz_Cyrl
طوفان سويى انينک تزيغە يتمادى.,Топан суы оның тізесіне жетпеді.,chg_Arab,kaz_Cyrl
واقعە,event,chg_Arab,eng_Latn
بشنجى ايدە ختن نى الاميز," In the fifth month, we will take Khotan.",chg_Arab,eng_Latn
ﻤﻌﻨﻳﺳﻨﻰ,meaning,chg_Arab,eng_Latn
چن لونك ديكان خان,the khan called Qianlong ,chg_Arab,eng_Latn
حافظ کبير,Hafiz Kabir,chg_Arab,eng_Latn
ﺘﺎﺑﻼﻯ ﺘﺎﺑﻼﻯ,kick-kick (stomping-stomping),chg_Arab,eng_Latn
ﺴﻭﺰﻠﺸﻤﺎﻜﻜﺎ,to talk,chg_Arab,eng_Latn
ﺘﺎﺸﻼﻴﻣﻦ,түкіремін (түкіріп тастау),chg_Arab,kaz_Cyrl
ﺁﺘﻐﻼﻨﺪﻯ,went away,chg_Arab,eng_Latn
سکز تاشغە کلکاندە خچرچی طرفداکى اوزبك عسکرلرى کليب تونکانلارنی ايکي طرفدين آتيب اليکدين زيادەسى اولتورولوب کوبلرى يارالانيب ينکى شهر ايچي گە قاچديلر,"Сегіз Тасқа келгенде Ходжент тарапындағы өзбек сарбаздары келіп, дүнгендерді екі жақтан атып, елуден астамын өлтіріп, көпшілігін жаралап, Жаңашаһар ішіне қашты.",chg_Arab,kaz_Cyrl
صفا,рахат,chg_Arab,kaz_Cyrl
عاج ديکان انينک اوغلي ايردى.,Aj was her son.,chg_Arab,eng_Latn
کل,раушан,chg_Arab,kaz_Cyrl
ﺍﻮﺮﻛﺎﻧﺪﻮﻢ,үйрендім,chg_Arab,kaz_Cyrl
توغ,туу,chg_Arab,kaz_Cyrl
ﺮﻋﻴﺕ,бағыныштылық (жалға алушылық),chg_Arab,kaz_Cyrl
کوردونکلار,you saw,chg_Arab,eng_Latn
ضرور بولدى اول سببدين اوزيميز آيتدوق,"Зәру болды, сол себептен өзіміз айттық (жаздық)",chg_Arab,kaz_Cyrl
تاءريخقە بر مينک ايکى يوز توقسان بش,тарихқа бір мың екі жүз тоқсан бес,chg_Arab,kaz_Cyrl
بزنينک,біздің,chg_Arab,kaz_Cyrl
ﻜﻳﻠﺩﻮﮎ,келдік,chg_Arab,kaz_Cyrl
عزم قيل,set out for,chg_Arab,eng_Latn
اویدوم,ұйыдым (имамға),chg_Arab,kaz_Cyrl
توت-,to seize,chg_Arab,eng_Latn
 سرو عرعر,қытай шағаны,chg_Arab,kaz_Cyrl
علاج,alternative,chg_Arab,eng_Latn
بوقا دوست ايماس,Бұқа дос емес,chg_Arab,kaz_Cyrl
ﺍﻴﺭﻴﻛﺎﻨﻴﺪﺍ,"ірігенде, ашығанда",chg_Arab,kaz_Cyrl
امانت,an object held in trust for another person,chg_Arab,eng_Latn
حضار المجلس,those present at the meeting,chg_Arab,eng_Latn
ﺍﻮﻠﻜﻭﻧﭼﻪ,until death,chg_Arab,eng_Latn
ﭼﺎﭘﺎﻮﻝ,attacker,chg_Arab,eng_Latn
ﻜﺪﺧﺪﺍﻯ,үйлену,chg_Arab,kaz_Cyrl
ملانينک اوغلی دورمن,Молданың ұлымын,chg_Arab,kaz_Cyrl
ﻋﻤﮐﻢ,аға,chg_Arab,kaz_Cyrl
ﻔﻴﺮﻮﺰﻩ,ақшыл көгілдір асыл тас,chg_Arab,kaz_Cyrl
اما چونک ايماس ايرديم,but I was not grown up yet.,chg_Arab,eng_Latn
ﺳﻴﻟﻧﻰ,селді (қатты нөсерден болатын тасқын су),chg_Arab,kaz_Cyrl
يارت-,to create,chg_Arab,eng_Latn
سرو شريان,beech tree,chg_Arab,eng_Latn
لغتلارنینك,сөздерінің,chg_Arab,kaz_Cyrl
اون,Үн,chg_Arab,kaz_Cyrl
ﭽﻮﻗﻮﺭ,шұңқыр,chg_Arab,kaz_Cyrl
حيران,қайран қалу,chg_Arab,kaz_Cyrl
فضيلت,қасиет,chg_Arab,kaz_Cyrl
شوني سین ساقالب برسانک؟,Соны сен сақтап берсең?,chg_Arab,kaz_Cyrl
فوق العادە,extraordinary,chg_Arab,eng_Latn
اوت,hay,chg_Arab,eng_Latn
ﺘﻮﺰﻮﮎ,quiet,chg_Arab,eng_Latn
ياغ,rain,chg_Arab,eng_Latn
ايشاک لار,donkeys,chg_Arab,eng_Latn
اوت-,to cross,chg_Arab,eng_Latn
ﺒﺷﻭﺮﻮﺏ,cooked,chg_Arab,eng_Latn
ﻏﺎﻓﻴﻞ,"accidentally, suddenly",chg_Arab,eng_Latn
ﻋﺮﻖ,"vodka, intoxicating liquor",chg_Arab,eng_Latn
يولغە,to a road,chg_Arab,eng_Latn
فرمان,пәрмен,chg_Arab,kaz_Cyrl
ﺍﻳﻧﺎﻜﺎﻻﺮ,күзетшілер,chg_Arab,kaz_Cyrl
ﺍﻧﭽﻴﻧﮏ,yours,chg_Arab,eng_Latn
ﺴﻨﻳﻧﮏ,you two,chg_Arab,eng_Latn
يوققارى,үстінде,chg_Arab,kaz_Cyrl
سکز تاش,Сегіз Тас,chg_Arab,kaz_Cyrl
اشعار,өлеңдер,chg_Arab,kaz_Cyrl
-تاب,to find,chg_Arab,eng_Latn
ﻳﻮﻜﻮﺮﺪﻴﻼﺭ,they ran,chg_Arab,eng_Latn
دوست قە,to a friend,chg_Arab,eng_Latn
مصنفە,composition,chg_Arab,eng_Latn
بيلا,арқылы,chg_Arab,kaz_Cyrl
ﺬﻜﺭ,"баяндау, еске түсіру",chg_Arab,kaz_Cyrl
ﻤﺎﺪﺮﺰﺍﺪ,since birth,chg_Arab,eng_Latn
خاتونينى يمان کونلار ايردى.,He would be very jealous about his wives.,chg_Arab,eng_Latn
بارچە جن لارکا يار بولميش من,It seems that I have become a friend to all djinn,chg_Arab,eng_Latn
پشكشلر,"тарту-таралғы, сыйлық",chg_Arab,kaz_Cyrl
بربر,Berber,chg_Arab,eng_Latn
ﻳﻮﻜﻮﺮﺍ,шаба,chg_Arab,kaz_Cyrl
کوراسیز,көресіз,chg_Arab,kaz_Cyrl
پادشاە بی مثال,теңдессіз патша,chg_Arab,kaz_Cyrl
ﻣﻧﻊ,"тоқтату, тыйым салу",chg_Arab,kaz_Cyrl
یورت,жер,chg_Arab,kaz_Cyrl
اتى نی سلطان ابو قبيس لقبی زيور شا کتکی ديرلار,"His name is Sultan Abu Qubays, and he is known as Ziwar Shah Kataki",chg_Arab,eng_Latn
ﻗﻴﺯ ﻗﻴﺯ,қызы қыздай,chg_Arab,kaz_Cyrl
کايلار,-гейлер,chg_Arab,kaz_Cyrl
سيميز,fat,chg_Arab,eng_Latn
ايرسە,thereupon,chg_Arab,eng_Latn
درحال اليب کيلديلار,He brought it immediately.,chg_Arab,eng_Latn
يوق ايرسە دعاى بد قيلورميز,"Otherwise, we will curse you",chg_Arab,eng_Latn
ﻴﺎﺷﻴﻡ,my age,chg_Arab,eng_Latn
خمیزنی,қымызды,chg_Arab,kaz_Cyrl
يوتا,жұту,chg_Arab,kaz_Cyrl
ﺍﻴﻠﻜﺎ,"елге , халыққа",chg_Arab,kaz_Cyrl
کچيک بلا قوزى غە بوغاز برادورمو,Does the small child give fodder to the lamb?,chg_Arab,eng_Latn
جاف-,to speed,chg_Arab,eng_Latn
میوە قنددور,fruit is sugar,chg_Arab,eng_Latn
دغدغه سی,"worry, fear",chg_Arab,eng_Latn
ﺷﻠﻰ,"to build, to build",chg_Arab,eng_Latn
اونينک,its,chg_Arab,eng_Latn
ابتداسیز,without a beginning,chg_Arab,eng_Latn
ﺘﻮﺯﺪﻮﺭﺩﻴﻼﺭ,"тоз-тоз ын шығарды, тентіретіп жіберді",chg_Arab,kaz_Cyrl
مسجد,mosque,chg_Arab,eng_Latn
ﺑﺮﻠﻜﻳﻞ,"табын, құлшылық ет",chg_Arab,kaz_Cyrl
داغی,тағы,chg_Arab,kaz_Cyrl
ﺘﻴﺯﻜﻨﺪﻴﻦ,"from the reins, from the reins",chg_Arab,eng_Latn
ﺘﻧﺘﮏ,тентек,chg_Arab,kaz_Cyrl
بو يکت باريب، بر ماماغە حالينی بيان قيلدى.,"Бұл жігіт барып, бір кемпірге халін баян қылды.",chg_Arab,kaz_Cyrl
حى على الصلاح,Rush to prayer,chg_Arab,eng_Latn
ﻗﻠﻌﻪﺩﺍﺮ,gatekeeper,chg_Arab,eng_Latn
کوردى لار کم قلعە نمايان بولدى,"Қараса, қамал көрінді",chg_Arab,kaz_Cyrl
ﺩﺭﮐﺎﻩ,palace,chg_Arab,eng_Latn
اصلا,never,chg_Arab,eng_Latn
چيقتينکيز,you went out,chg_Arab,eng_Latn
ﺍﻴﻧﮑﺎﻜﻼﺮﻴﻡ,my jaws,chg_Arab,eng_Latn
ﻜﻭﺐ,"өте, тым, қатты",chg_Arab,kaz_Cyrl
ﺘﻭﺰ,тұз,chg_Arab,kaz_Cyrl
و,және,chg_Arab,kaz_Cyrl
ﺯﻴﺎﺪ,"a lot, plenty",chg_Arab,eng_Latn
اوتلوق,grassy,chg_Arab,eng_Latn
بو بارغان عسکر قايتيب کليب تورغاندە نيلخەدين خبر کلدى,"Бұл барған әскер қайтып келіп тұрғанда, Нилхыдан хабар келді",chg_Arab,kaz_Cyrl
ﺍﻳﻧﺎﻨﺪﻴﻼﺮ,they believed,chg_Arab,eng_Latn
تولا ایگیز,өте биік,chg_Arab,kaz_Cyrl
ﻜﻳﻠﺗﻮﺮﻜﻴﻞ,bring,chg_Arab,eng_Latn
شول زماندە سيز تولا کچيک ايردينکيزمو,"At that time, were you very young?",chg_Arab,eng_Latn
ﺗﻭﺮﺍ,"Ruler, ruler, descendant of Genghis Khan",chg_Arab,eng_Latn
جانور,жануар,chg_Arab,kaz_Cyrl
کورسانکلار,көрсеңдер,chg_Arab,kaz_Cyrl
ﻨﺎﻣﻌﻗﻭﻞ,crazy,chg_Arab,eng_Latn
ﺁﺪﺍﻗﻠﻰ,атақты,chg_Arab,kaz_Cyrl
ﮐﺸﻳﭽﻪ,like a person,chg_Arab,eng_Latn
من باى,Мен баймын,chg_Arab,kaz_Cyrl
توران خلقى تنکرى کا عبادت قيلماميش لار,Тұран халқы Тәңірге ғибадат қылмаған екен,chg_Arab,kaz_Cyrl
ﺸﻴﻼﻥ ﺧﺎﻨﻪ,тойхана,chg_Arab,kaz_Cyrl
کتە,үлкен,chg_Arab,kaz_Cyrl
ﻫﻳﭻﻨﻤﺮﺴﻪ,nothing,chg_Arab,eng_Latn
آلقات,bushes,chg_Arab,eng_Latn
ﭙﻳﻌﻤﺑﺭﻨﻴﻧﮏ,пайғамбардың,chg_Arab,kaz_Cyrl
ﺳﻮﻏﻃ,gift,chg_Arab,eng_Latn
ﺁﭽﻐﺎﻦ,hungry,chg_Arab,eng_Latn
هر چند اقالاريم اوروشسە طرف توتماى ايرديم,"Ағаларым қанша ұрысса да, тарап тартпас едім",chg_Arab,kaz_Cyrl
شراب,шарап,chg_Arab,kaz_Cyrl
ﻗﺴﻣﺕ,бөлу,chg_Arab,kaz_Cyrl
ﺍﻮﻏﻼﻦﮐﺎﻢ,my son,chg_Arab,eng_Latn
تز,knee,chg_Arab,eng_Latn
ايمدى,finally,chg_Arab,eng_Latn
دم باس-,to blow,chg_Arab,eng_Latn
اق سوت تاتلیق دور,ақ сүт дәмді,chg_Arab,kaz_Cyrl
منينک,менің,chg_Arab,kaz_Cyrl
يول لارغە,to the roads,chg_Arab,eng_Latn
توردونک,тұрдың,chg_Arab,kaz_Cyrl
ﺍﻭﺍﺯ,fame (noun),chg_Arab,eng_Latn
ﺍﻴﻟﺘﺏ,bring,chg_Arab,eng_Latn
پُل بار,There is money,chg_Arab,eng_Latn
طرفان,the place name Turpan,chg_Arab,eng_Latn
اولار غرق بولماى قاچتي لار,"Олар суға батпай, қашып кетті.",chg_Arab,kaz_Cyrl
راە,road,chg_Arab,eng_Latn
جواب,Жауап,chg_Arab,kaz_Cyrl
کون جقتى,The sun came out,chg_Arab,eng_Latn
ﻳﺎﺗﻐﻪ,"жатқа , бөтенге",chg_Arab,kaz_Cyrl
اير-,е- (бол-),chg_Arab,kaz_Cyrl
ﺗﻮﻨﻛﻠﻮﻜﻳﻨﺩﻴﻥ,from the middle of nowhere,chg_Arab,eng_Latn
ﻴﻟﺪﺍﻢ,жүйрік,chg_Arab,kaz_Cyrl
سيحون سوي ساوقدور,the Jaxartes waters are cold,chg_Arab,eng_Latn
الیك,елу,chg_Arab,kaz_Cyrl
دم,bellows,chg_Arab,eng_Latn
دوست,дос,chg_Arab,kaz_Cyrl
ييدينک لارمو,Did you eat?,chg_Arab,eng_Latn
مظلوم دە ايشاک بار,the woman has a donkey,chg_Arab,eng_Latn
اق,flow,chg_Arab,eng_Latn
يارنى (ياردى),poor,chg_Arab,eng_Latn
اکر ايمان سندە بولسە سېن اولى,"""If you have faith, then you are better.""",chg_Arab,eng_Latn
التفات لارى,ілтипатыңыз,chg_Arab,kaz_Cyrl
ﺍﻭﻜﺴﻭﺯ,fatherless,chg_Arab,eng_Latn
عسکرلر اتيلغاندين کين,after the soldiers were shot,chg_Arab,eng_Latn
ﺗﻴﻜﺪﻯ,тиісті (соқтығысты),chg_Arab,kaz_Cyrl
ما ورا النهر,Мавераннахр,chg_Arab,kaz_Cyrl
ﺷﺎﻋﺭ,poet,chg_Arab,eng_Latn
ﻏﺮﻭﺮ,"to boast, to be proud",chg_Arab,eng_Latn
ﺍﻮﭺ,уыс,chg_Arab,kaz_Cyrl
ﻋﺎﺮﻠﻰ,арлы,chg_Arab,kaz_Cyrl
ﺗﻮﻗﻭﺰﻨﭼﻰ,ninth,chg_Arab,eng_Latn
عاقل,ақылды,chg_Arab,kaz_Cyrl
ﺍﻭﻟﻭﻛﻳﻦ,dead body,chg_Arab,eng_Latn
ﻫﻴﺒﺘﻟﻳﮏ,"айбынды , қаһарлы",chg_Arab,kaz_Cyrl
اياغ,аяқ,chg_Arab,kaz_Cyrl
او ملا مو,Is he a mullah?,chg_Arab,eng_Latn
بویون,мойын,chg_Arab,kaz_Cyrl
ﻗﻴﺮﻠﺪﻯ,қырылды,chg_Arab,kaz_Cyrl
توردى,he stood,chg_Arab,eng_Latn
ایگە,owner,chg_Arab,eng_Latn
ﺁﺘﻠﻰ,атты,chg_Arab,kaz_Cyrl
سوزالش,to discuss,chg_Arab,eng_Latn
زندنغه,to the dungeon,chg_Arab,eng_Latn
ﺸﻬﻴﺪ,"extermination, destruction",chg_Arab,eng_Latn
ﻔﻬﻡ,"ұғыну, түсіну",chg_Arab,kaz_Cyrl
ﻄﻠﺑﻰ,"group, bunch",chg_Arab,eng_Latn
ﻗﺎﻴﺮﺍ,"backwards, later",chg_Arab,eng_Latn
ﻴﺎﻨﻳﻐﻪ,жанына,chg_Arab,kaz_Cyrl
ﻗﻃﺮﻩ,тамшы,chg_Arab,kaz_Cyrl
ﻗﻤﭽﻴﻼﺐ,қамшылап,chg_Arab,kaz_Cyrl
ﺴﺮﺪﺍﺭﻯ,қолбасшысы,chg_Arab,kaz_Cyrl
بو قيز قورقوب، قبول قيلمادى.,"Бұл қыз қорқып, қабыл қылмады.",chg_Arab,kaz_Cyrl
مينک,one thousand,chg_Arab,eng_Latn
ﺍﻮﺮﻛﺎﻧﺪﻮﻢ,I learned,chg_Arab,eng_Latn
ﻗﻮﺩﻴﻼﺮ,chased,chg_Arab,eng_Latn
ﺩﻏﺩﻍ,"sorrow, grief",chg_Arab,eng_Latn
اويغان,ояну,chg_Arab,kaz_Cyrl
مهيّا,prepared,chg_Arab,eng_Latn
خصوصا اوچ هنرى برکان تورور,He has given three skills especially,chg_Arab,eng_Latn
ﻮﻻﻴﺗﻼﺮﺪﺍ,уалаяттарда,chg_Arab,kaz_Cyrl
ﺗﻮﻗﻮﺯﻻﻧﭽﻴﺳﻰ,тоғызыншысы,chg_Arab,kaz_Cyrl
ﺍﻧﺪﺍﮎ,"just a little, just a little",chg_Arab,eng_Latn
اولتورادور,отыр,chg_Arab,kaz_Cyrl
ﺍﻮﺳﺘﻰ,"тарап, жақ",chg_Arab,kaz_Cyrl
اوتکوز-,өткізу,chg_Arab,kaz_Cyrl
ييتي,seven,chg_Arab,eng_Latn
ﻴﻮﻗﺘﻰ,"жоқ еді, жоқ-ты",chg_Arab,kaz_Cyrl
فرغانە,Ферғана,chg_Arab,kaz_Cyrl
ﺣﻤﻠﻪ,шабуыл,chg_Arab,kaz_Cyrl
تی,to say,chg_Arab,eng_Latn
موز ایسیق ایماس,мұз ыстық емес,chg_Arab,kaz_Cyrl
ﻴﺎﺭﻴﻤﻧﻰ,half,chg_Arab,eng_Latn
ﺒﺎﺷﻴﻥ,head,chg_Arab,eng_Latn
بو,this,chg_Arab,eng_Latn
سرو ازاد,емен ағашы,chg_Arab,kaz_Cyrl
هوا,ауа,chg_Arab,kaz_Cyrl
بو ايکي سببدين,because of these two reasons,chg_Arab,eng_Latn
حق تعالي,God the highest,chg_Arab,eng_Latn
ﺒﻮﺯﻮﻠﻐﺎﻥ,broken,chg_Arab,eng_Latn
صندوق,box,chg_Arab,eng_Latn
ﻤﻭﺍﻔﻗﺖ,"ынтымақ, бір лік, ауыз бір шілік",chg_Arab,kaz_Cyrl
همە,all,chg_Arab,eng_Latn
اوشبو کتاب دە توختە يوق,Мына кітапта Тоқта жоқ,chg_Arab,kaz_Cyrl
ﺍﻮﺮ (اوردىن),from a dug hole,chg_Arab,eng_Latn
اسير,тұтқын,chg_Arab,kaz_Cyrl
ﻴﻮﻜﻠﻰ,жүкті (жүгі бар),chg_Arab,kaz_Cyrl
آيري,to separate,chg_Arab,eng_Latn
پادشاەمن مو,Патшамын ба?,chg_Arab,kaz_Cyrl
ﺍﻳﻨﺎﻧﺐ,"believing, trusting",chg_Arab,eng_Latn
ﺑﻴﭽﺎﺮﻩ,шарасыз,chg_Arab,kaz_Cyrl
ير يردە تکيە کاە قلديلار,They took refuge all over the place,chg_Arab,eng_Latn
قاچماسام اولامن ديب قاچت,"""Қашпасам өлемін"" деп қашты.",chg_Arab,kaz_Cyrl
حدود اربعە,төрт шек,chg_Arab,kaz_Cyrl
يورو,to go about,chg_Arab,eng_Latn
طوبى درختيدين اليب كيلدیلار,He also brought part of the Tree of Tuba.,chg_Arab,eng_Latn
فارجە,бөлік,chg_Arab,kaz_Cyrl
خوتاننينک ایگیز، کنکرو سفیلیغە چیقادور,"Хотанның биік, кең дуалына шығады",chg_Arab,kaz_Cyrl
ﻗﻮﻧﺪﻯ,spends the night,chg_Arab,eng_Latn
ﺍﻴﺗﺎﻛﻳﻨﻪ,етегіне,chg_Arab,kaz_Cyrl
ﻴﺑﺎﺮﻴﻧﮏ,"click, enter",chg_Arab,eng_Latn
خطاى پادشاهى اوزينى اولتوردى,The Chinese emperor died.,chg_Arab,eng_Latn
ﻴﺨﺷﻰ,жақсы,chg_Arab,kaz_Cyrl
کورکوز-,to show,chg_Arab,eng_Latn
"مما يغلاب ايتيکە، ""اى، اوغلوم! بو صندوقدا کيشي نينک امانتي بار ايردى!","Мама жылап айтты: ""Әй, ұлым! Бұл сандықта кісінің аманаты бар еді!",chg_Arab,kaz_Cyrl
توغلوق تمور خان,Tughluq Temür Khan,chg_Arab,eng_Latn
ﻳﻮﺮﻮﻤﺎﻜﻜﺎ,"to walk, to walk",chg_Arab,eng_Latn
شرمرد,grim fellow,chg_Arab,eng_Latn
کورماسميز,көрмейміз,chg_Arab,kaz_Cyrl
ﺑﻐﻼﺮ,confirming,chg_Arab,eng_Latn
اشغه,асқа,chg_Arab,kaz_Cyrl
خدا,God,chg_Arab,eng_Latn
دوست,дос,chg_Arab,kaz_Cyrl
ﻧﻴﻡﺠﺎﻦ,wounded,chg_Arab,eng_Latn
ولی,but,chg_Arab,eng_Latn
کورە,Күре,chg_Arab,kaz_Cyrl
ﺁﺪﺍﻗﻠﻰ,famous,chg_Arab,eng_Latn
ارتەسي تانک يارودى,"The next day, the sun rose",chg_Arab,eng_Latn
ﭽﺎﺮﻻﺏ,invite,chg_Arab,eng_Latn
ايکولان,the two of you,chg_Arab,eng_Latn
ﺁﺘﻼﻧﻤﺎﻗﻧﻰ,"аттанбақты, аттануды",chg_Arab,kaz_Cyrl
ﻫﻭﺱ,құлшыныс,chg_Arab,kaz_Cyrl
ﺑﻮﻴﻮﺮﻮﺮ,"бұйырар, бұйырады",chg_Arab,kaz_Cyrl
ﻴﻔﺎﻜﺪﻴﻥ,жібектен,chg_Arab,kaz_Cyrl
يینکی ميوە يوق,Жаңа жеміс жоқ,chg_Arab,kaz_Cyrl
قينا-,қыза-,chg_Arab,kaz_Cyrl
قطع قيل,Кесіп өту,chg_Arab,kaz_Cyrl
ﻗﺕ,a little bit,chg_Arab,eng_Latn
باسدیلار,"басып алды, жаулап алды",chg_Arab,kaz_Cyrl
ﻴﺎﺸﻮﺮﺪﻯ,жасыру,chg_Arab,kaz_Cyrl
ﻳﻭﺰﻭﻢ,grapes,chg_Arab,eng_Latn
اول-,to die,chg_Arab,eng_Latn
ايکى,екі,chg_Arab,kaz_Cyrl
ﺍﻨﺎﻜﻪ,кіндік шеше,chg_Arab,kaz_Cyrl
ﻗﻮﭼﻐﺎﺮ,қошқар (ﻗﻮﭼﻐﺎﺮڭﻰ),chg_Arab,kaz_Cyrl
شول بوقا اويدە ايماس,сол бұқа үйде емес,chg_Arab,kaz_Cyrl
اخبار,хабарлар,chg_Arab,kaz_Cyrl
مسند نشين,Төрде отырушы,chg_Arab,kaz_Cyrl
يوسف,Yusuf,chg_Arab,eng_Latn
ﺭﻭﺑﺮﻮ,"face to face, opposite",chg_Arab,eng_Latn
وافر,мол,chg_Arab,kaz_Cyrl
تقي,and,chg_Arab,eng_Latn
ﺍﺤﺴﻥ,"риза болу, ризашылық",chg_Arab,kaz_Cyrl
ﺍﻧﺪﺍﮎ,"сәл ғана, аз ғана",chg_Arab,kaz_Cyrl
فرغانە,Ферғана,chg_Arab,kaz_Cyrl
ﻜﺎﺭﻭﺍﻥ,caravan,chg_Arab,eng_Latn
يبار,to send,chg_Arab,eng_Latn
ﺍﻭﺴﺘﻴﻨﺎ,барыс септік жалғауы,chg_Arab,kaz_Cyrl
بدکردار,жауыз,chg_Arab,kaz_Cyrl
ﺯﻴﻟﭽﻪ,"төсеніш , кілемше",chg_Arab,kaz_Cyrl
ﻨﺎﻤﻮﺴﻟﻰ,намысты,chg_Arab,kaz_Cyrl
بو قيز صندوق نينک آغزينی آچيب، بو يکت ني کوردى.,"Бұл қыз сандықтың аузын ашып, бұл жігітті көрді.",chg_Arab,kaz_Cyrl
ﺤﺎﻝ,"жағдай, күй",chg_Arab,kaz_Cyrl
ﺴﺎﻧﺎﺪﻴﻼﺮ,санады,chg_Arab,kaz_Cyrl
بو اتينکزگە مبارک بولسون,Congratulations on your name,chg_Arab,eng_Latn
ﭽﺎﺭﻻﺗﺎ,шақырта,chg_Arab,kaz_Cyrl
غاى,he shall,chg_Arab,eng_Latn
غاى سن,-ғайсың,chg_Arab,kaz_Cyrl
ايکولان,сіздер екеуіңіз,chg_Arab,kaz_Cyrl
باردور,there is,chg_Arab,eng_Latn
